response_id	mistake	mistake_no	mistake_sep	maximum_response_one_type	type	group_type	code_type
R_4YsljcjsHBXYfSx	bad variable names in general projects that were not documented well	1	bad variable names in general projects that were not documented well	yes	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_4YsljcjsHBXYfSx	data not available after a researcher left the lab	1	data not available after a researcher left the lab	yes	serious	project management error	team member left the lab
R_4Z9S8WkR6ezQJ7H	mistakes in associating numbers to cases, miscalculations, wrong organisation of data in experimental conditions, wrongly reporting numbers. Errors corrected as far as I am aware	1	mistakes in associating numbers to cases	no	recurring	bad connection of data points	cannot connect data to participant
R_4Z9S8WkR6ezQJ7H	wrong stats	1	wrong stats	yes	serious	wrong data processing/analysis	wrong analysis
R_4Z9S8WkR6ezQJ7H	mistakes in associating numbers to cases, miscalculations, wrong organisation of data in experimental conditions, wrongly reporting numbers. Errors corrected as far as I am aware	2	miscalculations	no	recurring	wrong data processing/analysis	miscalculations
R_4Z9S8WkR6ezQJ7H	mistakes in associating numbers to cases, miscalculations, wrong organisation of data in experimental conditions, wrongly reporting numbers. Errors corrected as far as I am aware	3	wrong organisation of data in experimental conditions	no	recurring	data or file organisation error	data organisation mistake
R_4Z9S8WkR6ezQJ7H	mistakes in associating numbers to cases, miscalculations, wrong organisation of data in experimental conditions, wrongly reporting numbers. Errors corrected as far as I am aware	4	wrongly reporting numbers	no	recurring	wrong reporting	wrongly reporting numbers
R_6gLIVQF1l9WfwFH	Experimental condition incorrectly assigned, but the mistake was detected as part of protocol for data review.	1	Experimental condition incorrectly assigned, but the mistake was detected as part of protocol for data review.	yes	recurring	participant allocation error	experimental condition incorrectly assigned
R_6gLIVQF1l9WfwFH	Programming error.	1	Programming error.	yes	serious	programming error	program coding error
R_6hDIMFdjLBO9MOd	Different participant ID numbers across phases of a project made it very difficult and time consuming to put them back together again.	1	Different participant ID numbers across phases of a project made it very difficult and time consuming to put them back together again.	yes	recurring	ambiguous naming/defining of data	ambiguous participant identifier
R_6hV0lkImqJ9lbCV	Got the coding of a variable wrong so the correlation between it and another variable was backwards (- instead of +)	1	Got the coding of a variable wrong so the correlation between it and another variable was backwards (- instead of +)	yes	recurring	data coding error	mistake in coding a variable
R_6hV0lkImqJ9lbCV	"This was long ago, ok, but the folks hired to code data, did such a sloppy job that 10% of the sample of married couples were ""same-sex"" even though only heterosexual couples were interviewed"	1	"This was long ago, ok, but the folks hired to code data, did such a sloppy job that 10% of the sample of married couples were ""same-sex"" even though only heterosexual couples were interviewed"	yes	serious	data coding error	mistake in coding data
R_73C5WonwTfcN8Wt	Data loss due to equipment failure during data collection, misplacing data files from individual participants, errors when collating data from different sources for analyses (questionnaires, experimental tasks etc.).	1	Data loss due to equipment failure during data collection.	no	recurring	technical/infrastructural problem	technical failure
R_73C5WonwTfcN8Wt	misalignment of data files	1	misalignment of data files	yes	serious	data or file organisation error	misalignment of data files
R_73C5WonwTfcN8Wt	Data loss due to equipment failure during data collection, misplacing data files from individual participants, errors when collating data from different sources for analyses (questionnaires, experimental tasks etc.).	2	Misplacing data files from individual participants.	no	recurring	loss of materials/documentation/data	data storing problems
R_73C5WonwTfcN8Wt	Data loss due to equipment failure during data collection, misplacing data files from individual participants, errors when collating data from different sources for analyses (questionnaires, experimental tasks etc.).	3	Errors when collating data from different sources for analyses (questionnaires, experimental tasks etc.).	no	recurring	data selection/merging error	data collation mistake
R_77kUEfBZkO5ZyOl	We've had programming errors in surveys. An item appeared twice, a randomization element failed, etc.	1	We've had programming errors in surveys. An item appeared twice, a randomization element failed, etc.	yes	recurring	programming error	mistake in programming the data collection code
