response_id	cause_type	cause	cause_no	cause_sep	code	n	group
R_3n5YF1P3zkjw6mc	recurring	Good question. I suppose carelessness or failure to emphasize the importance of getting this right	1	Good question. I suppose carelessness	carelessness	41	carelessness
R_3n5YF1P3zkjw6mc	serious	Grad student taking confusing theory with programming shortcut. Or lack of double checking code	1	Grad student taking confusing theory with programming shortcut.	using shortcuts	1	"NA"
R_3n5YF1P3zkjw6mc	recurring	Good question. I suppose carelessness or failure to emphasize the importance of getting this right	2	failure to emphasize the importance of getting this right	failure to realise the importance of the task	1	carelessness
R_3n5YF1P3zkjw6mc	serious	Grad student taking confusing theory with programming shortcut. Or lack of double checking code	2	Or lack of double checking code	lack of double checking	5	"NA"
R_3NDG6QfrooWuJHa	recurring	often unclear	1	often unclear	unknown	10	"NA"
R_3NDG6QfrooWuJHa	serious	technical error and human error	1	technical error and	technical failure	14	technical issue
R_3NDG6QfrooWuJHa	serious	technical error and human error	2	human error	human error	54	"NA"
R_3NQyiNXjL1vSMQs	recurring	Human error on my part	1	Human error on my part	human error	54	"NA"
R_3NQyiNXjL1vSMQs	serious	Error at the lab	1	Error at the lab	insufficient information	59	insufficient information
R_3ObQwLaOYCfdTA5	recurring	Students’ inexperience or lack of interest in data management. I now train all of them on this but still......	1	Students’ inexperience	inexperience	68	lack of knowledge/experience
R_3ObQwLaOYCfdTA5	serious	Student having problem handling a database. Did it by hand. We have to find ways to automatize handling so that  we take out the human factor.	1	Student having problem handling a database. Did it by hand. We have to find ways to automatize handling so that  we take out the human factor.	handling database manually	1	bad or lack of standards
R_3ObQwLaOYCfdTA5	recurring	Students’ inexperience or lack of interest in data management. I now train all of them on this but still......	2	lack of interest in data management. I now train all of them on this but still......	lack of interest	1	carelessness
R_3PbElbVvAPqPtkC	recurring	Could have been  that thar punched data were not checked	1	Could have been  that thar punched data were not checked	insufficient checking	7	"NA"
R_3PbElbVvAPqPtkC	serious	NA	1	missing	missing	183	missing
R_3pgaQNfj5tISZ0r	recurring	keying error	1	keying error	keying error	1	"NA"
R_3pgaQNfj5tISZ0r	serious	Don't know	1	Don't know	unknown	10	"NA"
R_3PHKJQqRQle1gb0	recurring	Importing incomplete data into analysis program	1	Importing incomplete data into analysis program	using wrong data	1	"NA"
R_3PHKJQqRQle1gb0	serious	see above	1	see above	see above	37	see above
R_3PHWLvpIcXFFKwW	recurring	fatigue, lack of attention	1	fatigue,	fatigue	5	physical and mental constraints
R_3PHWLvpIcXFFKwW	serious	fatigue, lack of attention	1	fatigue,	fatigue	5	physical and mental constraints
R_3PHWLvpIcXFFKwW	recurring	fatigue, lack of attention	2	lack of attention	inattention	31	inattention
R_3PHWLvpIcXFFKwW	serious	fatigue, lack of attention	2	lack of attention	inattention	31	inattention
R_3Pntu1ocvaXxAON	recurring	NA	1	missing	missing	183	missing
R_3Pntu1ocvaXxAON	serious	NA	1	missing	missing	183	missing
R_3Pp3aZ3NKVDVBPb	recurring	Carelesslessness and distraction (multitasking at the time)	1	Carelesslessness	carelessness	41	carelessness
R_3Pp3aZ3NKVDVBPb	serious	NA	1	missing	missing	183	missing
R_3Pp3aZ3NKVDVBPb	recurring	Carelesslessness and distraction (multitasking at the time)	2	distraction (multitasking at the time)	multitasking	1	risking human error
R_3PpfaE6kx9z6Gdn	recurring	NA	1	missing	missing	183	missing
R_3PpfaE6kx9z6Gdn	serious	NA	1	missing	missing	183	missing
R_3Pq7FOazfc0hLft	recurring	Data analyzers did not communicate with the PIs precisely.	1	Data analyzers did not communicate with the PIs precisely.	miscommunication	33	miscommunication
R_3Pq7FOazfc0hLft	serious	NA	1	missing	missing	183	missing
R_3PYR1LMIJhMu0dH	recurring	Naming things transparently and concisely is REALLY hard, and sharing files compounds the difficulty. I didn't know as a trainee that data management required so much vigilance.	1	Naming things transparently and concisely is REALLY hard, and sharing files compounds the difficulty. I didn't know as a trainee that data management required so much vigilance.	insufficient documentation	18	"NA"
R_3PYR1LMIJhMu0dH	serious	Naming challenges -- I thought I was working with the correct variable but I was not.	1	Naming challenges -- I thought I was working with the correct variable but I was not.	error in naming variables	1	"NA"
R_3q9lNyzTYS3Wwfu	recurring	the lack of easy-to-use data management tools that would automatize e.g. version control	1	the lack of easy-to-use data management tools that would automatize e.g. version control	lack of easy to use tools	1	too high complexity
R_3q9lNyzTYS3Wwfu	serious	In the stimulus presentation software, one tickbox was unticked during pilot tests, and because another person were running the experiment than the one doing the tests, nobody noticed before most of the participants were already run.	1	In the stimulus presentation software, one tickbox was unticked during pilot tests, and because another person were running the experiment than the one doing the tests, nobody noticed before most of the participants were already run.	not the appropriate person works on a task	1	project management issue
R_3qlduMb6TmuzWVI	recurring	NA	1	missing	missing	183	missing
R_3qlduMb6TmuzWVI	serious	NA	1	missing	missing	183	missing
R_3qlI1oXGPLbeopZ	recurring	1. I copied the analysis code used for a previous paper, and failed to adjust the sample selection statement. The error was detected and fixed before the results were presented to the project investigator and well before the paper was submitted for publication.   2. The school where assessments took place adopted a newer version of the assessment, and the new version was accidentally administered.   3. User error. The data manager simply forgot to recode items. The items were quickly recoded and the scales rescored.   4. Duplicate entries usually occur when an assessment is entered (e.g., by hand, scanned) more than once. We routinely check for duplicate cases, so these were dropped--removed from the data for analysis.  5. The change in assignment variable was due to an inexperienced data manager and, more importantly, two inexperienced investigators who did not understand the principle of intention to treat. The assignment variable was changed back to its original state before any analyses were started.	1	1. I copied the analysis code used for a previous paper, and failed to adjust the sample selection statement. The error was detected and fixed before the results were presented to the project investigator and well before the paper was submitted for publication.	copy and paste error	3	inattention
R_3qlI1oXGPLbeopZ	serious	The school where assessments took place adopted a newer version of the assessment, and the new version was accidentally administered.	1	The school where assessments took place adopted a newer version of the assessment, and the new version was accidentally administered.	accidentally using different version	1	inattention
R_3qlI1oXGPLbeopZ	recurring	1. I copied the analysis code used for a previous paper, and failed to adjust the sample selection statement. The error was detected and fixed before the results were presented to the project investigator and well before the paper was submitted for publication.   2. The school where assessments took place adopted a newer version of the assessment, and the new version was accidentally administered.   3. User error. The data manager simply forgot to recode items. The items were quickly recoded and the scales rescored.   4. Duplicate entries usually occur when an assessment is entered (e.g., by hand, scanned) more than once. We routinely check for duplicate cases, so these were dropped--removed from the data for analysis.  5. The change in assignment variable was due to an inexperienced data manager and, more importantly, two inexperienced investigators who did not understand the principle of intention to treat. The assignment variable was changed back to its original state before any analyses were started.	2	2. The school where assessments took place adopted a newer version of the assessment, and the new version was accidentally administered.	using the wrong version of the experimental program	1	"NA"
