response_id	mistake_type	mistake	mistake_no	mistake_sep	code	n	group
R_3MxiNSZMv5T1z4X	recurring	recoding and computing variables and forgetting to properly label them, making it hard to use them the next day and basically starting all over again each time	1	recoding and computing variables and forgetting to properly label them, making it hard to use them the next day and basically starting all over again each time	mistake in labelling variables	1	ambiguous naming/defining of data
R_3MxiNSZMv5T1z4X	serious	"during the online survey, several questions were not coded properly and the answer ""1"" was by accident saved for all respondents, leading to completely losing the data for these few questions"	1	"during the online survey, several questions were not coded properly and the answer ""1"" was by accident saved for all respondents, leading to completely losing the data for these few questions"	wrong software settings	12	wrong software or hardware settings
R_3MxuXev3SJ36Py0	recurring	having to re-do everything because of incorrect coding ( but not loss because we saved the original file)   not knowing while file was the correct one or if responses had already been coded   transferring only certain lines of data and the transfer only working for half the line	1	having to re-do everything because of incorrect coding ( but not loss because we saved the original file)	mistake in coding a variable	6	data coding error
R_3MxuXev3SJ36Py0	serious	NA	1	missing	missing	125	missing
R_3MxuXev3SJ36Py0	recurring	having to re-do everything because of incorrect coding ( but not loss because we saved the original file)   not knowing while file was the correct one or if responses had already been coded   transferring only certain lines of data and the transfer only working for half the line	2	not knowing while file was the correct one or if responses had already been coded	using the wrong version of data	48	version control error
R_3MxuXev3SJ36Py0	recurring	having to re-do everything because of incorrect coding ( but not loss because we saved the original file)   not knowing while file was the correct one or if responses had already been coded   transferring only certain lines of data and the transfer only working for half the line	3	transferring only certain lines of data and the transfer only working for half the line	mistake in transferring data between formats	6	data transfer error
R_3n5YF1P3zkjw6mc	recurring	Using same subject# more than once	1	Using same subject# more than once	Using same subject# more than once	1	data input error
R_3n5YF1P3zkjw6mc	serious	Inappropriate data analysis /modeling or errors in code	1	Inappropriate data analysis /modeling or errors in code	mistake in data analysis	9	wrong data processing/analysis
R_3NDG6QfrooWuJHa	recurring	hardware failure that leads to program crash during the experiment	1	hardware failure that leads to program crash during the experiment	technical failure	21	technical/infrastructural problem
R_3NDG6QfrooWuJHa	serious	I remember a programming error that led to the loss of a few data sets (becoming useless because of the error) and we have to test new participants In another case, a variable (a time interval) was coded incorrectly, so that we had to average across this variable instead of taking it as independent variable (we reported this explicitly in the paper)	1	I remember a programming error that led to the loss of a few data sets (becoming useless because of the error) and we have to test new participants	program coding error	41	programming error
R_3NDG6QfrooWuJHa	serious	I remember a programming error that led to the loss of a few data sets (becoming useless because of the error) and we have to test new participants In another case, a variable (a time interval) was coded incorrectly, so that we had to average across this variable instead of taking it as independent variable (we reported this explicitly in the paper)	2	In another case, a variable (a time interval) was coded incorrectly, so that we had to average across this variable instead of taking it as independent variable (we reported this explicitly in the paper)	incorrect coding of a variable	1	data coding error
R_3NQyiNXjL1vSMQs	recurring	Miscoded levels of categorical variable	1	Miscoded levels of categorical variable	Miscoded levels of categorical variable	1	data coding error
R_3NQyiNXjL1vSMQs	serious	Genotyping errors on a large batch of samples	1	Genotyping errors on a large batch of samples	insufficient information	30	insufficient information
R_3ObQwLaOYCfdTA5	recurring	Bad management data by a student who is not careful entering/managing data from his/her project.  I now have to have my 2 full time research assistants double check the same databases to make sure that we don’t have mistakes done by students on their own databse.	1	Bad management data by a student who is not careful entering/managing data from his/her project.  I now have to have my 2 full time research assistants double check the same databases to make sure that we don’t have mistakes done by students on their own databse.	data entry error	26	data input error
R_3ObQwLaOYCfdTA5	serious	Saying there is a significant difference between 2 groups, wrote the paper and when I reanalyzed I saw the mistake and cancelled the paper but so much time lost.	1	Saying there is a significant difference between 2 groups, wrote the paper and when I reanalyzed I saw the mistake and cancelled the paper but so much time lost.	mistake in data analysis	9	wrong data processing/analysis
