StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	inform	general_frequency	recurring_story	recurring_cause	recurring_frequency	recurring_serious	recurring_outcome	recurring_outcome_6_TEXT	serious_story	serious_cause	serious_serious	serious_outcome	serious_outcome_6_TEXT	field	years	comment
2018-12-19 16:18:14	2018-12-19 16:28:21	IP Address	100	606	True	2018-12-19 16:28:21	R_1CKGCablLVpWzNT	email	EN	Yes	"Low
Occurs in some of the projects"	FAILURE TO BACK-UP DATA FILES AND RELATED SYNTAX	LACK OF COMMUNICATION OR MISCOMMUNICATION BETWEEN IT SUPPORT PERSON AND DATA MANAGER/STATISTICIAN	"Low
Occurs in some of the projects"	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	other	INABILITY TO COMPLETE ANALYSIS OF LONGITUDINAL DATA	SEEMS TO BE THE SAME QUESTION AS ABOVE.  I LOVE IT WHEN THERE IS A MISTAKE IN A SURVEY ON MISTAKES!	SEE REPLY TO FIRST SUCH QUESTION	NA	NA	NA	methodology and statistics	30	GOOD IDEA.  I HOPE IT PRODUCES USEFUL INFORMATION (NOT JUST DATA)
2018-12-19 16:17:43	2018-12-19 16:28:37	IP Address	100	653	True	2018-12-19 16:28:37	R_2yfG7EjmzWsyWxx	email	EN	Yes	"Low
Occurs in some of the projects"	Sorting variables or splitting the file and then not returning to the default; Not saving the cleaned and imputed data file used in specific analyses, and later having difficulties to reproduce the file used in the analyses	Lack of concentration, fatigue, not having a clear algorithm for handling the data	"Moderate
Occurs in half of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Difficulty in locating/ matching the answers of some participants in longitudinal studies	Poor coding of personal data, spelling/ reading mistakes in paper-pencil data collections, etc.	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	developmental and educational psychology	10	NA
2018-12-19 17:32:44	2018-12-19 17:37:23	IP Address	100	279	True	2018-12-19 17:37:23	R_1LNc6THhR7JwDJ5	email	EN	Yes	"Low
Occurs in some of the projects"	Losing code used to run analyses because of a system crash or using informative label names.	System crash (for losing code) and Lack of sufficient forethought on variable names	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	Someone on my data team forgot to bring the surveys for the study for subjects to fill out (or forgot to ask subjects to fill them out) - so instead we had to email them to fill it out resulting in a reduction in the number of people who responded.	Lack of attention to detail.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	frustration	NA	other	7	NA
2018-12-20 00:59:16	2018-12-20 01:04:56	IP Address	100	340	True	2018-12-20 01:04:56	R_2WGQonc2eGviLKq	email	EN	Yes	"Low
Occurs in some of the projects"	Data entry/data copying error	human error	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Subject data files exported with wrong filter settings for calculating variable	Human error entering in wrong filter setting	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	experimental and cognitive psychology	15	NA
2018-12-20 03:40:32	2018-12-20 03:55:52	IP Address	100	919	True	2018-12-20 03:55:53	R_3fuztQ0HcuQmyVK	email	EN	Yes	"Low
Occurs in some of the projects"	Same data came from different sources. Data processing software were developed 20+ years ago. Programmers do not know how apply new data processing algorithms to fix problems.	Get payed irrespective of results. Difficalt to adjust skils to 21th century technology	"Very High
Occurs in (almost) all of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	All	Database contains unknown amount of duplicates	Data processing software was developed 20+ years ago	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	All	methodology and statistics	35	Thanks for the possibility to unswer of very important questions
2018-12-19 09:00:52	2018-12-20 06:55:18	IP Address	100	78866	True	2018-12-20 06:55:18	R_qJHLDJdVTdBowI9	email	EN	Yes	"Very Low
Occurs never or rarely"	Wrong entry in the dataset or incomplete/incorrect selection of the dataset	Despite reminders and invitations to do so, some people find double-checking a time-wasting and unnecessary practice	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Nothing really serious. Statistical analyses had to be re run three times after discovering that some entries were not correct	Insufficient care when working with databases - double checking skipped	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	experimental and cognitive psychology	28	NA
2018-12-20 11:03:35	2018-12-20 11:07:08	IP Address	100	213	True	2018-12-20 11:07:09	R_3MxuXev3SJ36Py0	email	EN	Yes	"Very Low
Occurs never or rarely"	having to re-do everything because of incorrect coding ( but not loss because we saved the original file)   not knowing while file was the correct one or if responses had already been coded   transferring only certain lines of data and the transfer only working for half the line	imprecise labelling software malfunction	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	frustration and time loss	NA	NA	NA	NA	NA	applied psychology	8	NA
2018-12-20 15:14:47	2018-12-20 15:18:56	IP Address	100	249	True	2018-12-20 15:18:57	R_1rH1NztEvUbUmp0	email	EN	Yes	"Very Low
Occurs never or rarely"	names or details of participants were mis-reported	multiple drafts and inaccurate transfer of data	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	same as above	same as above	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	other	15	NA
2018-12-20 17:25:17	2018-12-20 17:29:08	IP Address	100	230	True	2018-12-20 17:29:08	R_2WJC3PKuf5TvxjC	email	EN	Yes	"Very Low
Occurs never or rarely"	I do not collect data and rarely handle real data. I cannot think of any such mistakes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	methodology and statistics	14	NA
2018-12-19 10:21:41	2018-12-21 10:37:35	IP Address	100	173753	True	2018-12-21 10:37:35	R_Xp37cWl6slWgFWN	email	EN	Yes	"Moderate
Occurs in half of the projects"	lost of data, wrong data	human errors, carelessness	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	one small but serious mistake overlooked during data collection, which lead to half of the data unusable, had to collect data again	carelessness of the RAs	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	other	12	NA
2018-12-21 12:11:39	2018-12-21 12:14:03	IP Address	100	144	True	2018-12-21 12:14:04	R_22ms4BKg4b2PqVr	email	EN	Yes	"Low
Occurs in some of the projects"	NA	NA	"Low
Occurs in some of the projects"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	time loss	NA	NA	NA	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	other	7	NA
2018-12-21 17:51:51	2018-12-21 17:58:10	IP Address	100	379	True	2018-12-21 17:58:10	R_x8Z2fY3NuG06l69	email	EN	Yes	"Low
Occurs in some of the projects"	Incomplete data collection (survey missing some questions),	I’m not sure—more training needed for data collectors? More incentive to data collectors for getting completed data? Paid data collectors rather than program staff?	"Moderate
Occurs in half of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	forgot to record qualitative interview	Forgetfulness	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	other	11	NA
2018-12-22 12:44:35	2018-12-22 12:49:26	IP Address	100	291	True	2018-12-22 12:49:28	R_YPHfNIaeRchw0PT	email	EN	Yes	"Low
Occurs in some of the projects"	The audio-recording device did not record properly and I only noticed that well into the session.	Human error - mismangement of recording device	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	N/A	N/A	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	other	N/A	other	20	NA
2018-12-22 13:46:50	2018-12-22 13:52:35	IP Address	100	344	True	2018-12-22 13:52:35	R_1HemYlCts4kwav2	email	EN	Yes	"Low
Occurs in some of the projects"	Wrong data input, wrong identifier for data file	mistake from person who recorded data	"Low
Occurs in some of the projects"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	time loss	NA	a file was updated with an old version of a paradigm and we had to exclude the complete run from the analysis, because we just realized after recording	a masterstudent made the mistake	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	smaller sample size	clinical psychology	10	NA
2018-12-22 18:02:05	2018-12-22 18:10:19	IP Address	100	493	True	2018-12-22 18:10:20	R_2EBoQ5pteGRidTo	email	EN	Yes	"Low
Occurs in some of the projects"	It was an incomplete download of responses which led to an error in calculating derived variable scores. But the mistake was discovered through running descriptive statistics and could be corrected.	In the data download, only 6 points of a 7-point Likert Skale were recorded.	"Low
Occurs in some of the projects"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	time loss	NA	"I'm not sure I understand the question: ""Could you write down the most serious data-related mistake that happened years in your team in the last 5 years?"""	Not sure if I'm supposed to report about another mistake here than the one described above.	NA	NA	NA	other	16	I apologize for not answering all questions, but I am not sure I understood the difference between the first incident I reported and the questions about the second incident.
